faulty Plaintext,faulty Ciphertext
746A4784,d93bc557c1dfe174
A46778A6,8628d856bef08c33
89757459,ba5ab2f28ca8bdc1
58786786,7a548ef914ae27c3
66599686,c262d1edfce46e23
A7766759,531ed21af5ec657a
79867787,2a165b993fa3fb19
48687697,d35f297c25675dc1
A857A568,77ef3d8160cfc746
75767A86,877228beb428e694
369698A5,e33b24432599e1a2
74688487,ed44f25df9ca62f
75675678,96373918d7659a01
76B577A7,f19b8ded6d26edac
58767587,625af5f6bbed9d89
87795466,f08b20f4c57776b6
79878A76,c22ddebb48110033
57868678,4c6f59c31f5fb84e
86886866,47ad4a94f9f968e3
87998788,eb0b2619c85a9a43
89768896,fe00f3354282ce23
98798984,68a74b20ba5a89e9
A6863585,5ea1bfa03f2d9726
7B778A98,988301e37d551c3f
96857977,f1fd85e0db7a7f79
8779A878,cd1fe938b954c098
86744899,16dd375667ee193b
97A66877,4bdabd16dbeb7aa7
67598778,720c619ba395d721
47666A77,881eae1c897ffb
56686866,4063cafa22bb73b1
68774765,d6a7e1071b8260a5
77557758,f01b3e2aef2ca87b
56656554,c44e0654d412bde5
66866578,edf87545edd642f7
89485898,d68873d6d94e863d
786A8987,ed6cadc67dae32bd
87888987,d884782bcbb5a268
77468368,763147d178db14be
686898A5,5b38905ffd21af17
47487889,79e1d2af23284e9d
56686657,baa33bb6a84591a6
98668775,d9719028cbf31953
77A77674,852e79b2d6e9f82a
77474678,65c3df637e9fc6fe
78477768,7a8648a00c64a184
76856688,88616eae35d5365e
84879969,a7fbffdbc6522ad8
76758766,48434dcb2fac9ef1
4876686B,cfa85d4b67d9fbd6
9A777697,58a4c7111049b7e9
5A755987,d3b5d1b433a6903a
65566658,8c91cb5f7c4d20a
7A897868,921ee58d98217ac5
68776769,1ab2df2e6fe0afcf
58676858,5bab70ddb8d43c94
B8678868,9fb602f8581455fd
768A9578,17a721eaf4656c0f
65C64588,913b33fc6941c2c2
76677976,746c150f28d6a78d
77879778,c22bcb61b03ece91
88458899,e0ed1561c78570ef
78778685,d257f3a1abfd7c40
76659866,e194e82306850553
77786678,aeefe65baef14f0
78787677,3830d5ba431825f7
96A66998,b86d14533d3fdca1
5698A388,6ace2d6b74f34182
69867857,737562c01dba0600
78975994,bc33cd49c4f79c95
62989576,c792bb1a9191ff17
A8987797,d0ccc7884851ccda
5A88A766,ff06735ca43a1953
86876A87,da2465ae3f3034c1
85746796,269a34627505ecd8
58565569,d201376fe3efb727
55777888,6ef1c31fd7285e3
9A856A78,e2af53221f77bf85
68A55667,cd962046109290e7
69577977,d19d4b3460eae7b7
79779678,a7d924339b6b3891
997898A5,4ca73893b0b56899
77579774,6e6815daa70f0f08
79963A77,8aab1fadebaa5447
569A7665,60fbb32c17a80271
694737A7,5fe633c47b3a9b44
8A798A64,28d013283a29542c
88586576,5b100114225c4956
78989686,f55fec40b532ba5
A5787663,f03e7807e906a94c
89777765,e82350457a773f8e
87679967,a2110f9f0024b947
76887A99,f00fa1e0fa2f9e40
87776888,d8ee6f4ead5b5b51
67646975,f32bd62f9867958c
5BA6A7A8,1ec9793f5333fc03
97497668,87199ef7ca73f35b
7787A867,7e56e1d70afd400b
6766A466,e8d1de75265a3ec0
76964857,cf9802750a51742b
8A775767,f53ff1ceafeb3b0d
88587768,6fd258de5c913e2c
87A77A6B,bcf2069286abc309
46658487,f77efcd74d024897
67888487,9ed181d7d9ae4615
9879B565,d3980ca3fcbfccf
6A67A8A7,be0310c399504c20
8866666A,a02d72df7bcaf126
48769766,1f305d1fb996e295
86788767,bd95875e2e5380a
65767686,e56a4c1a32435f92
75678596,31955b1ad3d65182
768765A8,52819ea59384850
65967897,2385168203474e2d
76975668,d247ba9019640560
78553568,312f886b93c1a394
A8987895,a206572e6e3d0d8b
68864556,a0fcdac47455ad9b
75A67676,7389523492c4f5de
77677656,685eb568331730b4
96667798,4fdc7a0b9bb21bcc
98957566,13a87f7458d52038
88798974,7963a7e00e1e55b2
77A67786,2fd95c65b26490c8
56988677,4c7d7ac31a230ce5
666457B6,c31ceb16abaf853d
85897897,983489811acd294c
39955776,a01521a00c94aa74
867887A7,2282205746d406dd
86896798,a6bd62597f2c1d3b
78688776,abb037a220d38893
77656685,cba7ce3b8c454623
6867A857,bc531d34ad9bcf0a
76766747,5d2285e47813a761
77779768,bd87acbe73e0d4e9
87788479,3587cac456c5869d
88758665,cd25c72facaeda6e
76687869,ee43234c7330ba7e
67749666,65f7967918841471
96855946,206a2e345831fc42
98897756,8a4f0c5d4acbbec3
A7776867,f8f51d0bc3f90e54
68775675,73c343c8449db5db
57554776,9d9019c49e9275fb
68688657,1782bf053e53129c
959987A8,fe5c489ad6a0b8aa
98767689,559df72f684beb3f
64587576,1a1a272d56d46acb
75689546,ebe5843981ba5fda
6A778778,b8da3b726d19c5d6
757898B6,e922d9588bc5bfe
75776869,9d9524bfe76d6a7c
B6777598,3fc5d1f10d63b98e
88769587,632a2be118833e94
B88566A8,e89c950f642739bf
98467754,a83a67defdd183ef
55769779,ae9809f65711ecc1
67887949,ff7e333e0f01a8b
84836878,10da1e35457efdff
86887979,ffc96b6072f49ee3
66868687,34860c9c01e83473
77678A75,48f2f30b2040def3
76758988,9c3219db1c38e44b
6B66778A,f114af8aaf0757cf
79776748,21ad008c7d4bb8a8
76675658,e626b19e7bcae6c3
69874688,15f9cea1ce8a1d09
97798686,fde9c425fd8c5dfa
87799678,7100c5956e17b64a
6775A788,7de2eb0b5caa67
78788676,81c5b1b58bb7a34f
66A89687,52d57a33b622e492
59867786,aa92dd1cb1a83bce
78586947,b7353e899ec066b
5787769A,facc397cfb64ba6f
A7757977,5cc74b0fc90170d2
A859896A,3577b9ce383369a6
4A784668,25617b111478546
86877757,d62ded3692baf088
58678887,d1054c110141dad3
A6979768,6a8f155d41f92762
7B788966,33a840395913eca2
A8579984,20bc8a2b18dadbc2
64677A88,49a69fdeb5b0f4fd
86865956,e35ab1994dd0b1f7
686766A8,e31fcf1cd1a7e440
687886A7,1d5a6a4ebff08029
89A8579A,510d907a7c355c20
55A94977,b1fbaf1684f43a9a
7867B986,4e181caf0664ae99
87487999,92515a430982f275
98986769,f238b3adba509f17
46789678,4aa6530b736b57d9
87567869,6d995873e42d2b11
46899477,54f16b3bc4d5ce77
878A58A5,f2da0f95ad575840
69669789,2fb5c16350ca1f2c
86677789,1f49a5f4b2d5260a
76676776,ee03ab0ce9fb4adc
58764675,603a49b68ebf3303
98685775,c11251b93588ba2b
A88966A6,d1425076a344e9ef
65764688,6fa1f93e3f57f5a2
65489587,5fc10ed6c339c56a
78886769,34a4a7ff7561d49c
A7748766,472881d48d8653d6
A7746956,79139a941587e1c9
57798667,811073c410ecb051
75775756,9ecdf635af7417a0
68674678,24619da9c9a30483
75968858,98e3ee5eba134968
A8877575,33eed2e8e9947a67
99777A68,d514fc52eb4c74f8
47877757,b3d9838a0a2ed3e0
A8685868,c5f42caf160a38b7
56747767,2fc893054342623f
77634597,f7afb4a75bdd9d6f
77797766,dfca6f8da87d05d8
78588747,3514e94ff5ccd187
97867765,d0b9e4b298d93ef0
76776786,9d72852f73135411
86697676,a3a6c4e8546b1f12
45766768,ef1365913035283a
A8889897,6d7bfe394bb36fbd
49987595,794ab83aaa7ce608
87557795,4885413d68534dcc
85496468,24b4ad9450982278
77988676,841bf8b4ea537b13
87946877,68933494f0657b26
86988576,1a4c5aedb5fec978
48976467,84256f155d53501e
A8785675,de5532899e7bcb8f
78797864,7653b740d2e9fc54
87787A88,90eddd6e4baecc42
75978976,8f8e0218072e5174
57756568,2e25dca6ce06257f
6B978877,bd05a523e22806e7
97689674,ad05844be84c890a
87666767,18b4aa97cdb94a62
78686766,a8bc530ba3565d79
A6864977,9cb2845cd488cd82
79694487,7e693312ab6d6e2d
67965987,b7a0ac6dc462ac94
76878795,b6d76e57f2c8242c
79586975,458d0af56c157644
6466A936,6bc45b623db1f2cd
67897878,fc56ec6d1edae828
79857666,78f0e11c0e70d1e3
4965856B,456ea6b663bc80d8
94885586,a8f1ac7e9c42d0af
36676555,54287c4045edd3f5
76858885,f962b5c1ef096cce
47689675,499cbb548b450e3c
88795686,6cb8e89edda148ba
83797799,efaa1327467bf0eb
67B98677,5533cede3664ade4
68876574,747cc43e659a2d93
94775664,114620d074931048
67A78879,7e48c1212135487b
96676776,1c01a77d58d3e450
76586586,e30c5b8cc5e8cf0a
85765576,d0975dd92ee9be64
56879688,24fa956d1532c449
57765769,4d96e3f201056969
96688778,ee3fbae9dfd7422b
7775A89A,2a271a60afda317
76854757,6a6123704fec4e0a
B6885758,98cdb3524a05b805
66647676,4cacc12fc4593b15
94A78A76,cbcb7145cb8e1de8
99388748,ff43fa1594a88f5d
75468787,6692f9abd1a381f5
A5867395,d77738ecc3f2845e
66985867,f676fe8741512387
566A4AA5,ac8b3888c0d31a75
88888476,5ca6b0832bd5c94b
57578799,19fa43cc349ad718
699684A6,7cb15d3b6007b72b
A8896687,99394ce2aa937b71
76776776,de05af0377b81286
65866977,131075a168e02cc7
87A88677,7364c6bb4d38eafe
B67A9648,7171d9bd64a598b3
865768A6,7d073fa2c170fec8
55688755,d228260ca3befa8
98789355,b3e2f9fdb987f183
78679778,484a5413b65f775f
79698867,587cf2afe6571cfa
97687695,4a27f27931631381
8866965B,c10d49fff21be99
77578875,c01eb98b01a0cbe2
86767775,602c063c38d2e763
77656486,2bbcdf572f768ad7
86775884,1ab001d7de04cd6f
556768A6,1b9991e861bb4a5d
77587565,ea56a53c3163230a
98786574,bed2c7982bddd7dc
86766966,4682a1a3b2bfbe95
79885886,286015e0973e79a8
88785698,9defbfde275be79e
58676876,27dc6234137c1501
76785868,79b5e293c462b2e7
5785675A,980ee38545be94d5
786869A8,833100c9eca40853
85877598,2ec03944f996924e
84668477,46b497fa0ef32f93
57687768,82fa32d04d56b1a0
95989669,5e213deefbd952cf
85857986,9cc53f125e9f0791
A5897788,6980c664a3534e9a
67786668,8c7fcc2e13e1c8b8
77566757,8803fb4cdde5667e
67346759,8fb114ef680446e5
6886998B,988165ad35805051
86898777,189553ddbaa511ab
68828689,8f095a23602f940f
76974664,3b1919ab1120e597
58966759,674a0868818019c7
AAA64767,6c1977b50bb0d402
76586674,2e31b10ff901eb66
83588779,e9f9ea818a7fea5
B7687865,e5f16fe1306bc331
58C86575,d0acdef618b1b272
76777986,b8655d8fc08012e8
87767856,219b23598245b7eb
67899878,2b9dfc666f47edc8
86887674,6aff2c91bcc3ac80
54887885,bdcb419df097b017
49A57664,afd3f05ce8fcb1e1
86677786,39e99c4ad4b0c5b0
89767978,fa802902eff1bde4
87568877,5753dc5d71a47322
868A6469,a3a2c1f9fd16e485
85679666,72166ca2a8904466
74768758,ae21e8765f31e916
78797656,1275ab383c983f43
65775785,151fe7bfeb42b808
87777868,568b5619888bfd6f
75778976,6ec40ae68285b7d1
58966757,111cc89bca54de61
68678677,151ad069bcc6fa7b
57766986,984d2ae2a5fb6d1f
9587776A,f441037d457e4d43
78668868,7ec416293b122f4c
77688458,a307d9ca22410d3e
67667978,83e44a8a30599b06
9A878597,dd4d1129b0763fd3
68648667,d187cc27ec41f64a
84575887,9d83bf0bfed123cb
8869677A,33634bd7b9a829b2
75697887,cc4168f5e7c3aa68
86676565,a2acbf1d3e49484c
77676866,3f4c5905018f931c
98536999,a76243b0ede3431d
66987A56,ee250c3e3fab7eb0
668578A7,38659d95f1aa1456
76665765,9248b930bce20ada
678979A7,51f64cfaf5cdad7f
79667454,65e240a5ee7bb05f
6979A648,439508de5b30c6f1
96786987,f431b1bca8b063c5
65696676,13d413302d82d820
76776798,e0365eac8fc9eeaa
87597674,66f7a7a23181d4fb
7A788278,bad79799e1bd61bd
98687756,234f0ac929c63aed
57786566,775d9cf24ebc95fb
78A48777,5784e09ee24dc3c7
67779759,5040eafd011f2f6d
79757855,86135ee5efbc40a5
59866779,f1d00af3acbcd65a
78778495,251a8fb50dd28993
77867797,3dc6bca48ef0db81
5536876A,482ec96d64807b4e
559B3A48,9d0fe2eefefdb88c
6A6B7777,f59ab7d2d2ed99db
78777898,d4e96f47ddf1b1bb
65977996,b6e699aa414dda1d
88937667,296b100fbfc0d165
65725953,385d883a43ceef9d
95877665,4b24df7b51ecfb63
69778569,d1d95678c2048747
6965A966,5dd178c9d322dcaa
56865879,41d9dfc13b358c5f
65789957,acd5b7bfb6972784
94966788,2d9f33de2e2fb29a
78658656,88459b2a222b4f3f
86668658,49e0574e9f40586c
685B7757,d222931edbea621b
88787989,c265d1823bf942ab
96994867,b712c7bca52d647b
68687878,c944bc3934baca10
6A799665,914671a9c53e25e6
84567586,77fb38924fafbf85
76877775,b79c5ec94afa065
58989586,4edc25821240444f
77767688,c18b46a311bf891
88869787,395c945e7ae93b9b
77777959,addb1b47313ed736
58967A56,3dc0830ed070abe1
66575778,de999b64448b15c6
78467677,e210dc0edc9e4c6
43978799,de5a435e05f7f45e
79665877,793de6dbc2abf87c
58565567,f09ea349f4d81372
76788878,1b2a418cd5a52795
69765898,640f597482080817
78556696,e993fc27414ed163
85666884,388b4256dba33231
76684756,a825705f0a76a7a9
A6783876,b9aa0acce44aac78
64856755,32c659c6c25ae378
58848865,3c080dac2d3f683e
77788688,2501fc27e77aba75
46886546,81f3c529d516bd97
88856739,22deeb8a19d9723c
65977679,38852e70c667fb3b
79488769,1a06366b55447ab9
89576967,a7cc9463b114949f
95586768,85ad4595e8c6aec0
66A89679,a60918f5da0755ea
97988476,eb0a48ca704e186e
75488868,7cf1966881492f9
55586555,e13e9b42eecfdf22
85758696,d74cb2914b6bf707
9766676A,eebac7f95b206b6e
68586656,9b3fce06d7a9dabd
58896865,73f6a5ba45656612
7878777A,7a040cad7d041463
877646A7,40d62691892cfa26
A7768657,37eaa31578bb3f
98686786,7b3436d5d153fcd3
67783596,e0b59c735921215d
87658667,5993aefca3e658c1
95878988,8ab638d1ed35db9f
A6568667,a7e6430286f60035
46875775,e6e09d64725da1c1
46968666,f0907cf9f6bdd8a5
7466B588,ccf52318ea4a5522
68977677,a456a52b64b9875e
84587498,6ef3ba3d0ee6a094
67776778,da203c97661722b3
84676687,e39be351e5a1a6a3
69886658,be65410023cc52b9
68668873,954b5984fbcfde2f
78743B77,cf6b2f0b8753bf2a
67665878,e8a38aa8dd2afa33
89686868,f6c2cc7936fa085d
7648AA79,eda53da869d9dfcc
78675A69,7873e849597851cb
89886857,cec5626529a0539f
98758677,ee1a1df570216a7b
87666678,9a2c94c8bea5c29c
86668564,279f3f40d0e894a6
75877865,3518bbd7b59a0b95
98789648,100f1c839a2d6ab
76948898,73008621e065900c
A7948887,25afc14dad957b9d
55468688,c756923d456bba9d
66678676,625cfe69e14a228e
4675669A,8bc4a4e00dc9dd1c
A7879657,470c25e03176d5d
47888766,cde688b0bfb11cf9
77757566,4b25140b3799436f
78776778,2d6d9e95360e4420
68486678,7dc02cedd9584fbe
76768898,f031cfb5392544ae
99577868,7bfb25f55e38d6d3
856646A7,2c63a88f5ece8fe5
56556688,700cb164726b5360
76578857,13f22b5bb7cbcf76
96756765,5eb8a0e5976669ed
75869679,2b4d454e4d8aebd
87757886,47dad87e29b71df6
59797579,c04ed38b1a5d469d
89765698,e6059e2a1cca9b53
76795858,4cc9c81078047dba
85797854,bc1d3101afdc25fe
66486679,886674299d471a1a
54976687,2b62812be8807311
57667648,950b05bb5ee0031b
78679478,280a1489182fb492
77878B85,c72dc00aee2a6e41
87676687,15efa28a6f022b09
66898869,32dd0368a6e8b7b
78577478,b633d9676171b933
66686785,8c9c97288cda5068
8B875687,37198cf417e2e99a
78567776,c791cb37f097f30c
95475779,77962d34bf23f6f7
87766667,e207310f7aba8115
57667566,f054e16fb5290bde
58787778,2bd27bca129201be
A5869585,81a9dd6a9b7cd84c
57776759,82be5f34c94036be
49797678,5cab454f5014df27
87678674,47e3c5847d37759d
53768856,8ca79e03fd657955
66567777,6d5846e30f93a210
6486A546,62eb1fb2c0d7d995
86766678,7d7791f7cd73ff2f
56A98697,b62b6ed71c0ecb0f
978A8BB7,8c7d0f27c86e69fa
95B48675,9b73ae7966f1596a
65796796,4603a514a7a142e9
7687587A,40419b8218b69bce
646A8986,6b514549e676d31d
7957A697,f922cba8cab908e
67799A55,749b70fafbdd75d3
95866778,e65011fceeb60b78
746A5877,94ea6856a08f487b
A9778768,78dacc933c61346
95756877,8cc692c0b7d6598c
75779478,306696969a5ec54b
8457A667,bd7319ab634f3d2f
65778787,6898717b632a504b
B659568A,af7ee912497d9485
78677464,bb24981115ba47ec
67A84566,17643a09bbce1feb
699A7868,1c1dd4c5283d8c2e
78979659,64b24a260e43ebe1
85369588,bec94cc21dd74969
58858886,24e1f4744e9b76ab
78787688,10fd457be1c5c68b
8664767A,4e31a58884498d7f
76758866,cf32caca724ef0b1
87755578,459d019ceffd2495
57877557,942445bcb7e7e91f
65857896,9b8f9b47df5cbd17
B778A479,cb78333ee1918f1c
67566BA6,7a9fadca67c35433
67677784,1ab484c6fb8df8e6
54898787,59c34bdf2e9241e7
779A9685,5e149e9c36db1a0e
87567974,b848829856b5872f
97785969,333cd70e0c2aa232
75756997,205bf474484f5404
96B54687,6df22caa1dc8f123
66768496,97ea6c1420151107
67876758,c41b807505f49d50
45676747,707cba46387a16bf
76779759,8e866831d7a7b01
87954253,1efdb836afbe103a
A68A7688,4a1ccb6eddfddc91
8A656798,f22d8d6fefda7b71
A6876674,c32dfb464ec20da0
77698978,9dab81637da6b8fe
967A6577,d8ab450de4f1d554
56859688,72b8db1daa64a73d
77687654,fc57394b3a50e190
65869986,44dc2f47608fcbf6
96689685,64e68ceb0310eb05
56678798,f8fe1dd975b3a02
63687657,60324170dd87f868
56444896,980449e849648b48
69989788,11a0d385bd4af0fd
78966849,dddfd98c96d11e70
78898876,aed834172749c33
79585468,c5122316467b3dea
76766787,5f2f950504688a58
666A84A9,3087dfcc0ee82f76
99959888,7fdeed85ed8b4991
78859483,baa50d948f36d348
65778569,89e00f93f9dbe3db
57778777,24bb6187f48541d8
77466897,5daab816b5cea15d
77576676,55fcdace6f6f9cab
6A977866,a0e6ce9748417fd5
97986649,6aabb9ffa918f643
56577588,50527af0c6ceda03
87878787,1ee00d8f5fb8fd9e
86669566,a1c899de83c6edc1
98857857,3669cf0967468998
7876A6A8,a89dde9d63f90e1a
97786636,f0292b206c12ae9b
77677779,bfb062baeae28153
A7658696,e33b82558eb0c34f
586A7587,68fc0fbeab5ce1a5
8769B689,c6217f90e1822497
958A8875,d5bc6f7c24b41789
99878578,88ae5396e040682c
72767773,53b780551dcf4716
78487676,dcb4ae7ad00eae9e
85588657,95bd9cfb1491986f
8886B676,6f97b66cca1538ee
76839765,8afff7f4871d0cd
777A9867,e9d461a1e64cf691
55597555,5961840ac4599102
66878968,c432b39da0f0dc2d
76778787,5430c6dc8a88771f
76566777,a3894f4627038460
A5567A88,78030b562bc911cc
65886987,921a673555dc1fa6
8685A859,ffe77148c5c52362
48974747,f01ae0bddae267b6
57987688,3791a2e79962288c
77787447,3c18f894585d3e70
76A7B767,d641a16223ee21bb
87787698,31fd85750b19217a
45AA5785,86e6dd54bcb38014
8685858B,67fb362ef94497a7
565A6774,c2e525823b370102
77788588,b9b70d20f37f47f4
66667938,d488a883cbaca5a7
79987866,bc25634beb04b941
58779887,f36ac6c3ce269978
8678778A,a507ae6d3868f7c
77669688,5ecc1fe015577d7a
78657A97,502797bb002f8152
75678356,91daa55ff0f1af69
74977876,cf69728cd2027069
677776A6,6df310a0a95e86d8
78568739,31f28e611ea0a035
97688866,d6000c4b18d5a55a
47777987,81ee13b0d3c5136c
85676568,6c5b40ed137b8e52
65348877,d68791890908985a
85777188,229b929802df7cb3
47968689,2ad577b776d2f45d
54767888,ec67fc75e4e9b877
67779886,5f1e6f3cf3022dd2
7679A967,95426f38a409b82b
74666A86,d5567e5e35f0fc3c
69778686,6d029fe3e1460b80
9B988678,9d5f88663583735b
57775697,2b828730d91f5e89
77865588,bd4093b893fa0a20
74875288,b9df1eab60bfb2b8
78565875,49cab750854a1ddf
66885695,d1164d114a64e202
66986865,f99aa5b37fa388e6
697A8659,be35bc43ad769523
59957487,95f1dba00bfeb373
65A96A86,2748958b5eba92a3
86A66966,53400b809897d53a
85858986,b2f049856246246a
46597995,b0a33f835092b7b3
77899898,d8f6ee166fca86b4
89588596,7fba4fe79faee83b
6B776578,e975446c73fa6197
586797A9,be4fd934d7f1c110
69A67B59,bcc7002bcdb706b4
64578767,b2d80fd9ac45733b
76988567,f4032fe39a0392e1
77679668,a762fcf4ef54c1c7
67685778,c537bbbe38a41390
A7768868,643f970683e804e3
6677476B,c008cedcc73e9ee8
8A787777,5243e2fbde025755
75386579,235f1a2c1d2d802e
6856A867,9acc79e596ac1435
677A6588,452b92272088e2ee
77867787,fd95ca7a72cc79df
47898867,e696681e094bea05
68866859,d306dc5d85448957
89886966,f27c55836f891423
58689574,8685cc0dc44d3c05
65788777,2b6262b4bdde5877
88864877,9f1de37fbb8bcbda
64888586,2a1a3db22a38f8f3
89655877,b3b88870aa986887
96887687,a08c9dea95ba38ff
8757A794,a79e9581dabc9a06
886B6488,65ec2c609e2c72d7
8C859876,5809ed0d307d67a3
6A8845A6,c23188e1373831f2
7A373588,7a4143e4f44bef02
75578A87,333aa1f5c0951932
77758767,2925da3cce874c4
86686867,71b12f5de992d339
A689A989,b5e4a07db82125e4
88747784,b6711b5a7abc3b64
88578858,7fd02c7fa2e9d270
77898878,eb8f1f7fdb257848
76977745,7367ddc1fcfa8ed0
58576686,ca18acf0df753345
58758967,8a385a2f7adfa429
59856746,d0fffa360c37d555
86696648,29836c8cb15826af
68878946,864ceae906ba2933
78797798,4b8ec92b6186e3cc
87568886,ac5052546225ff58
57587878,10716741876b0da7
7676A46A,3b03b025c24b9437
87864986,8b9163bf09a94db5
6797555C,34a31cc7d2a8af8
68864778,6c60174b46b6b0f3
6A5986A7,dace8c48a0412ac8
58687758,1f6e463f8034626b
87595696,a1957fdf67572304
686A787A,80787860e75f88a3
96597678,9b074c0f7c528dcf
79878948,3999e213f838813c
88A75568,44a57bc0ca98eb77
69657877,7c5ec08de1cfc2ff
78477687,cb399b76edf2feba
77867757,8f4cd14e8690d93f
88968878,8e3832ed40215c2b
97986869,6af73da99710ba29
