faulty Plaintext,faulty Ciphertext
58898657,3c65c31455c49c84
76677667,fe27d20ea11f10a2
76676886,e06c5117903c54a0
75655687,58245f4bd49c4d40
76675698,4ce96fb0dedf88ae
97A96659,b3c34ee1b83d2afa
8776A858,65c41ff562b998b2
67796478,ab34abfc2d9a63e6
58688895,b2b00634ff629b67
69898746,d230510e5a2c3f5a
96567577,acf828ab33c4dd42
77779677,c15bf086dc3c1d1a
57677487,d54aab4b61cc7b3c
98768858,871ecbb0bc9bf9fc
768A5777,c8906321efa5c194
795A87A9,5835de2a1a7da041
85767888,9c3b5e84f178d16c
88985987,8ddae5e0ae5458d8
78889685,2de10c5433979b37
7C497676,8ec55e61314cddff
A8963876,47e6eda5e6bcca76
76698688,27fb6c7a5112a160
89768678,6118d0cc6f8c4147
A6865665,611f3fa6cea437df
8586A876,a348e10c59c4a969
66A46577,7a7ea763368aa30c
48767786,dacd05a5764f6048
87874874,dd95f8f3163677a4
67857677,bff35d1baf0a15a7
574967A6,a6325edd513637e9
6A65697A,411b89add86ad6ba
A6888976,2c5eb81e55606f6
A8777797,84b646e008ba207b
7A846865,fcb8b040661642cf
77876558,5e96545ee9a8ba28
77689578,e5df0628db584c2c
57577756,184a75738780c6c
57987656,9cba04f27d1b4c37
86A75884,92afa6921c07dbe4
74895676,e31ed14e583cf116
A7A78867,d2221a97b5580e0f
56777768,c73be9079b2fb043
79866667,fe141dfb5d06e07c
568A6A75,af1bb7345b3c2ded
76658977,fb034c0ebc8805c7
6876876A,c23ca5a5efd6f627
66495983,4eb8683ed70062b3
96435867,533a144049a5bf2e
46A99877,56119c31c0d590a2
95785897,117d2145908cd6aa
59665566,bb2bfc4830bdc76
66757858,c75fe46fecf28a6d
67888773,d17d8d91fbbe3e0c
77476788,91ccfc19f5c9f74a
65456987,452d676c71c702ed
689B9865,57efad8e0312d500
65B65567,11c91008b2549981
77589654,2a6b2544c1ac6554
778A8948,deed190a1fdcdb6a
77766758,8bbe312c5ddecbd7
78675777,4e5e19f9ca92adb1
86676778,8057ccb589d87764
8A846367,1acd60336bc325f0
55976778,3e3af1d82fba18c1
83687798,2430eec2909a62e0
56563979,d5e65ed94895f30b
88A856A6,503e19c5218aec91
78776487,a3d4ee1b9b512abc
88676777,a6ef3b10315978fc
A7568A89,c9ba3d2276f275b9
6857758A,bb997dba409e0a86
77878769,dec629526eac0a2a
46849548,b774078fb7bee2e7
97787657,5d407a178e526be1
75878798,979ddab5cd8b94a3
59775877,60d07bad0bda3234
68B79765,578b80fe5ed8ee0c
97659665,1448b1296b83d80d
87776988,622a582d3d91cb9c
77966649,59e9c4059f6a0f86
68557B97,463248a1c1331c0f
73777868,1c106e338fa5fc37
68867866,d59f75842db9295b
75477886,6e7e86ed1247f408
76687888,dd46e626bf1f5899
77669676,efe0ead10e7bdaaf
7A887779,cc862966936c3503
889A5568,5f06f4bc340b13b9
96697596,efdca635df6c3c95
7668A966,3261f0c3d589efa8
66488478,e1025f5b688a27e7
74977488,9f5419bb9c5c5c79
79766458,1aae4e6e15c785b8
95888779,a967577e975dbc4
48667555,f3341d1184702c05
67795665,150c4db08f765365
68478758,492150d6bc425975
A5677586,80844ac4c6302fc3
5BB665AA,c504455efbd94d6f
77767895,2357060ffcbfd133
7A766774,8f906cb752aa26c7
7668A9A9,4bd1ab52acf0868b
89758576,e2be3fb6b340e2d5
A5798387,2c4b1c1a8d0b8b69
66786676,ed1975200060192e
67767855,238e21495f0f8149
566878A8,ea0e45c6a20c74dd
78446658,4bf299fbfbd58aa1
98887798,eb155b99fbe357cb
87979786,87e816c959257a61
55694967,473fdecc7b07a380
85685967,402950601126ed9c
77956968,d5dcfa4afdcc1b44
77788678,2a7e126fb2f7adc7
5A8A8666,ae510fb5e9e72789
87984679,14333aafc36be5f5
5977A76A,b61d0dbffd827e24
66845877,7309623d7a5789a5
89987778,47825f107a01961
A5778978,70abf519aa04e917
68769584,86bb756d994abc48
67858557,5ffafd8bf757c51b
68575758,9908a94f9dea802d
86878788,dbea15ada229322f
69776768,20d44670c9f10bed
67A88485,a72e123c727a57f7
97A65846,ad88a317010d5718
56866478,5f45f2f81d9001a2
66895686,923f3fafe9d95f6e
B9768978,52bdb267e45af7ad
69A89767,743d46ca037b5ce9
6748668A,34b699bedf5d0827
85697877,2131263c918c620c
78976476,3cc618005fec10de
8658956A,b52f73a90b13a9c1
76867886,8ad76efd7b72b3d0
86775787,a82885375d30a2e0
76676597,188319fad6422abd
86A66758,ea862a7a97468ed2
79787765,8d851ccd417050b8
88899667,36d586893f4b92ed
89578837,879c9575701977d9
96659547,c40c4ef88d5a40ee
87378886,c3b443d4c34c5984
575676A6,9be565533671cb9e
978546AA,23a07cc0725b3dc1
96966768,6168351a1295fde2
A66A7497,eb1a46b157bd975b
97786755,9b70ba3d1e879a88
8886986A,cdec955be2a5acf1
77777598,406f05da14a4bc40
67556586,3a2a273ebc71d65f
67689677,3e9c64479c06fad8
86876897,fa6cd60ed8723850
98777678,6292c72ff71328eb
76777647,b90c997dff212176
766A7788,38071e6d23704a80
85758967,1f80e956e61f6050
579876B7,fab14d866c7de079
86877677,651772c41b917818
67886566,a0c8c7f7345a28fa
86966779,b58249878d0806c8
56B36895,5a3bafcf2f712afd
78867667,ff8c3248ae4d8ab2
88645766,59d4b205a73e6ac5
77879785,17b0b64be7f6b2ab
68576877,b40a56c52afd7116
879A7775,92a7ce604054e2ce
95697667,d80721a7cd3caaec
65887967,6f3dc7dd0d8903c7
8B766458,e77d00cbc3fa9c07
5B689778,910aab1bfe2e948
7978B4A8,957300581a85b3f5
77646686,f284a0279c1fe1b9
B5948789,cc6c184a4debd61f
68857586,40fdb469904f245
67878777,6c67fe19fefadf72
85779977,907fd94e388c470e
6787B578,e7939ca6d6043582
96979875,c952def6aa6fa2a7
76788886,d26583de50b3fe09
9885A878,4dc812b74aaa9ec3
76478755,f80ef68f4e7e1be7
66587998,298951936c914b1c
8A888794,ca71c19bb27a3a7f
77686698,c8a137596c25c5f4
68695B87,e7c17eb0a527970b
85768558,5c1f54e0264f2068
935667AA,e201d305ef75cf6b
78769796,fb4cb7e23cf5f3c2
78967568,9c5ef7f188aab7d7
49589397,f10998adb3f97417
94959789,5a325b2a77a04f9d
4A889886,b421dc62dcfa1034
99886895,595dd5376af90e43
88857B88,7d45894e0484e160
98785766,167c8112aefc8b57
85877746,1d3c82f442376f2
7876A286,73fe970b8695c4b1
78799A57,35124db226672b9b
87766566,386e51302b4cbb0e
85895857,a08060fdd144ad46
78778776,ccac8b697702c351
48776785,85508a43b2ca54e5
67886587,e3fa10803e8c95cb
93686975,fdd28d9840077b85
98576555,7fad96b28e11be3
88657558,30e7c8f45db51f39
76958687,a281589949b388b0
37876577,89fb8b921501b66e
A6885677,f1d2eba500629a8a
8679B6A8,7b02733c388fa01d
77776986,f2ee6940f52719b9
66686A68,fcb45beff0310580
7AA69554,97c39019a14af831
87777484,99362b8caf2e56c
77487868,62174d04de86899c
78597987,35175d8760cfb42b
58787855,9336adccfd3ccde2
67586875,a9663ee2aeaa5b3b
895797B7,8c155bd4f958ade9
68777766,9ef0c67dd018d949
94877794,9d21d80dd47b1b87
66587686,7505de10c6eeca74
85456485,a002ef9cc48b04ac
85557754,f84054f728381b8
9789A975,addf6f9ff3e65c69
66755868,363efc97e40e6693
69699775,6637293525841fa9
8977757A,741629c95910b77c
88688798,ab3e3b9bede5e8be
7B957388,6eecd15b9fe27bf7
78797778,9bcfb4a0d48cbf02
58887787,8ca8da33860dad92
88776876,c25701fc02255bf
77477664,f360e80c8754332
89578766,7716d977e0e82908
85775777,6262878909bf9881
9A598795,3d4e3e2bde5d2de7
97577669,28dcc399dbf90b13
68877766,d920e988fe394393
59959A67,b5ec150334f739a8
54985499,acccbc16ce4aaa5b
87664965,96b9cf17dd9754bf
75653785,b41b66451b384155
58C86868,30201ca259449925
AB867788,ed5d51a15cd1ff7b
95685677,9af8ebc6d3a7709b
85988977,a5d6a22fbdf84471
66679586,f2fec71df11b02ba
79687685,28dd27d32518de77
68466777,d6bf653d1a1e9012
85796978,1db9a6e0f8f3fdf0
6A778865,64c3d59794330365
87967766,c7b4729aada2e2a8
99768678,63679345e9bf7c2f
97769756,ec788ef1c764721c
7658478A,a33ff417e72e0812
97967657,eba58612925bdf2f
74888476,4a47db5748b52846
65879678,31638a8c8b274f0e
87A78578,1f0e5b5f84576b68
84366654,f202b8f101d4dfd1
65775889,5849704e691d0d92
7844A867,db03d79ad256df00
77977678,4ea0895f456bbe25
77A89665,a5ccb7593696fa0b
76688596,f3c9bfa519fabc4b
8979A696,6fc15908580cfd05
77679798,36cd1b75411b37c
79556996,ceaec755b838735e
87877557,5562f90c1bfcb9db
6A687757,14cf4eef49cf624b
798667A7,a7ac3a6ee615670d
8A866887,7938e88d0f6b6752
88778967,cdf8af14fb63a80d
66947777,4a69ee16a48bedb8
96948879,3258bb935710ff02
36949889,a0bccec2f4c1b521
77865544,67d28f9d3f0e9f3a
